id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,source_rank
7138,Netherlands,NLD,NL,2010,30.6,7.94,12.93,17.52,23.05,38.55,3.19,4.75,5.86,7.07,8.18,9.34,10.67,12.38,14.95,23.6,1.24,14.36,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37921,33104,Euro,Year,0.755044952,,,45340,16682917,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7141,Netherlands,NLD,NL,2010,42.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.755044952,,,45340,16682917,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7143,Netherlands,NLD,NL,2011,25.8,9.4,14.6,18,22.6,35.3,3.5,5.9,6.9,7.7,8.5,9.5,10.6,12,14,21.3,1.4,12.8,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22556,20310,Euro,Year,0.719355254,,,45946,16737002,New 2018,High,13,Eurostat,Eurostat 2018,,,8
7145,Netherlands,NLD,NL,2012,25.4,9.8,14.6,18,22.4,35.3,3.8,5.9,6.9,7.7,8.5,9.5,10.5,11.9,13.9,21.3,1.4,12.9,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22951,20562,Euro,Year,0.778293601,,,45319,16789095,New 2018,High,13,Eurostat,Eurostat 2018,,,8
7147,Netherlands,NLD,NL,2012,42.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.778293601,,,45319,16789095,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7149,Netherlands,NLD,NL,2013,28.7,8.66,13.77,17.47,22.53,37.59,3.36,5.3,6.44,7.33,8.21,9.26,10.5,12.03,14.49,23.1,1.3,14.12,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16327,14256,Euro,Year,0.753159182,,,45097,16839699,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7150,Netherlands,NLD,NL,2013,26.4,9.39,14.23,17.97,22.52,35.9,3.71,5.68,6.68,7.55,8.5,9.47,10.56,11.96,13.89,22.01,1.39,13.27,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,25678,23013,Euro,Year,0.753159182,,,45097,16839699,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7151,Netherlands,NLD,NL,2013,33.1,7.52,12.56,16.52,22.46,40.95,2.87,4.65,5.78,6.78,7.71,8.81,10.28,12.18,15.15,25.8,1.1,16.07,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24039,19746,Euro,Year,0.753159182,,,45097,16839699,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7152,Netherlands,NLD,NL,2013,31.6,7.76,12.69,17.28,22.86,39.41,3.02,4.74,5.79,6.9,8.04,9.24,10.6,12.26,14.84,24.57,1.12,15.14,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38002,32779,Euro,Year,0.753159182,,,45097,16839699,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
7156,Netherlands,NLD,NL,2013,43.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753159182,,,45097,16839699,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7158,Netherlands,NLD,NL,2014,26.2,9.3,14.5,18,22.5,35.7,3.5,5.8,6.8,7.7,8.5,9.5,10.6,12,14,21.6,1.3,13.2,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23190,20891,Euro,Year,0.753730737,,,45603,16889356,New 2018,High,13,Eurostat,Eurostat 2018,,,8
7160,Netherlands,NLD,NL,2014,34.7,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730737,,,45603,16889356,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7161,Netherlands,NLD,NL,2014,45.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730737,,,45603,16889356,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7163,Netherlands,NLD,NL,2015,26.7,9.5,14.2,17.8,22.2,36.3,3.8,5.7,6.7,7.5,8.4,9.4,10.4,11.8,13.9,22.3,1.3,13.8,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23925,21292,Euro,Year,0.901658962,,,46498,16938499,New 2018,High,13,Eurostat,Eurostat 2018,,,8
7165,Netherlands,NLD,NL,2015,34.6,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.901658962,,,46498,16938499,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7166,Netherlands,NLD,NL,2015,45.7,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.901658962,,,46498,16938499,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7168,Netherlands,NLD,NL,2016,26.9,9.2,14.1,17.9,22.6,36.1,3.6,5.6,6.6,7.5,8.5,9.4,10.6,12,14.1,22.1,1.2,13.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,25366,22733,Euro,Year,0.904035128,,,47389,16987330,New 2018,High,13,Eurostat,Eurostat 2018,,,8
7205,New Zealand,NZL,NZ,1982,28.3,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,40422,37562,New Zealand dollar 1996,Year,1.332608332,,,,3188539,,High,11,Research study,O'Dea 2000,,Household Economic Survey,4
7208,New Zealand,NZL,NZ,1984,35.3,6.3,12.01,16.42,23.49,41.78,2.05,4.25,5.45,6.56,7.57,8.85,10.55,12.94,16.16,25.62,,15.28,Income (gross),"Monetary income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.763992499,,,,3243036,New 2007,High,13,Research study,Podder and Chatterejee 2002,,,4
7210,New Zealand,NZL,NZ,1985,27.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,13091,11751,"Local currency units, at current prices",Year,2.0233725,,,,3268236,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7211,New Zealand,NZL,NZ,1985,40.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,2.0233725,,,,3268236,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7213,New Zealand,NZL,NZ,1986,27.8,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,38076,34397,New Zealand dollar 1996,Year,1.913160833,,,,3290304,,High,11,Research study,O'Dea 2000,,Household Economic Survey,4
7214,New Zealand,NZL,NZ,1986,27,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.913160833,,,,3290304,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7218,New Zealand,NZL,NZ,1989,29,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.672148333,,,,3360957,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7220,New Zealand,NZL,NZ,1990,31.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,20098,17183,"Local currency units, at current prices",Year,1.676203333,,,23195,3398172,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7221,New Zealand,NZL,NZ,1990,46.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.676203333,,,23195,3398172,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7222,New Zealand,NZL,NZ,1991,33.4,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,39305,33500,New Zealand dollar 1996,Year,1.733514167,,,22496,3446170,,High,11,Research study,O'Dea 2000,,Household Economic Survey,4
7224,New Zealand,NZL,NZ,1992,38.2,5.5,11.42,15.92,23.14,44.01,1.63,3.87,5.15,6.27,7.37,8.55,10.29,12.85,16.62,27.39,,16.97,Income (gross),"Monetary income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.861791667,,,22410,3503181,New 2007,High,13,Research study,Podder and Chatterejee 2002,,,4
7223,New Zealand,NZL,NZ,1992,31.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.861791667,,,22410,3503181,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7227,New Zealand,NZL,NZ,1995,33.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.523876667,,,25042,3674936,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7226,New Zealand,NZL,NZ,1995,48.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.523876667,,,25042,3674936,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7229,New Zealand,NZL,NZ,1996,40.4,5.44,10.61,15.14,22.7,46.08,1.71,3.73,4.82,5.79,6.88,8.26,10.09,12.61,16.47,29.61,,19.04,Income (gross),"Monetary income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.4548475,,,25587,3717349,New 2007,High,13,Research study,Podder and Chatterejee 2002,,,4
7228,New Zealand,NZL,NZ,1996,34.1,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,39641,32785,New Zealand dollar 1996,Year,1.4548475,,,25587,3717349,,High,11,Research study,O'Dea 2000,,Household Economic Survey,4
7232,New Zealand,NZL,NZ,1998,33.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.868249167,,,26169,3783974,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7233,New Zealand,NZL,NZ,2000,33.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,26669,22103,"Local currency units, at current prices",Year,2.201149167,,,27611,3858999,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7234,New Zealand,NZL,NZ,2000,48.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,2.201149167,,,27611,3858999,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7235,New Zealand,NZL,NZ,2001,33.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,2.378750833,,,28301,3907933,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7236,New Zealand,NZL,NZ,2003,33.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,29722,25029,"Local currency units, at current prices",Year,1.722099146,,,30201,4022069,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7237,New Zealand,NZL,NZ,2003,47.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.722099146,,,30201,4022069,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7240,New Zealand,NZL,NZ,2004,33.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,,,1.508681271,,,30742,4080438,New 2008,High,11,Research study,Perry 2005,,Household Economic Survey,4
7241,New Zealand,NZL,NZ,2007,36.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,1988 revised Jensen scale,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,23700,,New Zealand dollar,Year,1.360675229,,,32585,4233151,New 2013,High,11,National statistical authority,Statistics New Zealand,"After adjusting for housing costs,2011 prices (close to OECDmod scale)",Household Economic Survey,5
7243,New Zealand,NZL,NZ,2008,33,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,40609,33882,"Local currency units, at current prices",Year,1.42272681,,,31743,4278325,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7244,New Zealand,NZL,NZ,2008,45.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.42272681,,,31743,4278325,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7245,New Zealand,NZL,NZ,2009,37.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,1988 revised Jensen scale,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,25400,,New Zealand dollar,Year,1.600877295,,,32013,4323482,New 2013,High,11,National statistical authority,Statistics New Zealand,"After adjusting for housing costs,2011 prices (close to OECDmod scale)",Household Economic Survey,5
7248,New Zealand,NZL,NZ,2009,45.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.600877295,,,32013,4323482,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,,6
7249,New Zealand,NZL,NZ,2010,36.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,1988 revised Jensen scale,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,25900,,New Zealand dollar,Year,1.387833828,,,31977,4370062,New 2013,High,11,National statistical authority,Statistics New Zealand,"After adjusting for housing costs,2011 prices (close to OECDmod scale)",Household Economic Survey,5
7252,New Zealand,NZL,NZ,2011,33.3,7,12.2,16.5,22.4,41.4,2.3,4.7,5.6,6.6,7.7,8.8,10.3,12.1,14.7,26.7,,,Income (net),"Income, net",Equivalized,1988 revised Jensen scale,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,39000,31900,New Zealand dollar,Year,1.265810697,,,32480,4418365,New 2013,High,13,National statistical authority,Statistics New Zealand,"Before housing costs adjustment,2011 prices (close to OECDmod scale)",Household Economic Survey,5
7254,New Zealand,NZL,NZ,2011,34.9,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.265810697,,,32480,4418365,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7255,New Zealand,NZL,NZ,2011,45.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.265810697,,,32480,4418365,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7256,New Zealand,NZL,NZ,2012,33.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,45460,36964,"Local currency units, at current prices",Year,1.234283655,,,32924,4467743,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7257,New Zealand,NZL,NZ,2012,36,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.234283655,,,32924,4467743,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7258,New Zealand,NZL,NZ,2012,46.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.234283655,,,32924,4467743,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7260,New Zealand,NZL,NZ,2013,32.9,7.8,12.2,16.5,23.1,40.5,3.2,4.6,5.6,6.6,7.6,8.9,10.7,12.4,14.9,25.6,,,Income (net),"Income, net",Equivalized,1988 revised Jensen scale,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,41400,33500,New Zealand dollar,Year,1.219407974,,,33218,4517527,New 2013,High,13,National statistical authority,Statistics New Zealand,Before (deducting) housing costs,Household Economic Survey,5
7263,New Zealand,NZL,NZ,2014,34.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,49748,40329,"Local currency units, at current prices",Year,1.205433333,,,34025,4566700,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7264,New Zealand,NZL,NZ,2014,37.2,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.205433333,,,34025,4566700,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7265,New Zealand,NZL,NZ,2014,46.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,,,"Local currency units, at current prices",Year,1.205433333,,,34025,4566700,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
7272,Nicaragua,NIC,NI,1993,50.36,4.21,7.98,12.6,20,55.22,1.59,2.62,3.5,4.48,5.61,6.99,8.71,11.29,15.43,39.79,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,2156.16,1351.92,US$2011PPP,Year,5.620408333,2156,1352,2807,4426580,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7268,Nicaragua,NIC,NI,1993,58.2,2,6.2,11.2,19.2,61.4,0.4,1.6,2.6,3.6,4.8,6.4,8.2,11,16.2,45.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,,,,,5.620408333,,,2807,4426580,,High,13,United Nations,ECLAC,,,3
7282,Nicaragua,NIC,NI,1998,45.16,5.33,9.37,13.76,20.26,51.28,2.07,3.26,4.18,5.19,6.29,7.47,8.99,11.27,15.25,36.03,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,2063.52,1416.72,US$2011PPP,Year,10.58191667,2064,1417,3202,4869626,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7278,Nicaragua,NIC,NI,1998,58.3,2,6.2,11.2,19,61.4,0.4,1.6,2.6,3.6,4.8,6.4,8.2,10.8,15.8,45.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,,,,,10.58191667,,,3202,4869626,,High,13,United Nations,ECLAC,,,3
7292,Nicaragua,NIC,NI,2001,43.08,5.6,9.84,14.19,21.12,49.24,2.17,3.43,4.42,5.42,6.52,7.67,9.34,11.78,15.55,33.69,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,1880.88,1330.56,US$2011PPP,Year,13.37194167,1881,1331,3507,5100750,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7288,Nicaragua,NIC,NI,2001,57.9,2.4,6.6,11,18.2,61.6,0.6,1.8,2.8,3.8,4.8,6.2,7.8,10.4,15.2,46.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,,,,,13.37194167,,,3507,5100750,,High,13,United Nations,ECLAC,,,3
7299,Nicaragua,NIC,NI,2005,40.49,6.21,10.29,14.66,21.68,47.17,2.53,3.68,4.67,5.62,6.71,7.95,9.65,12.03,15.73,31.44,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,1863,1357.44,US$2011PPP,Year,16.73332953,1863,1357,3772,5379328,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7295,Nicaragua,NIC,NI,2005,53.2,3.6,7.4,12.2,19.2,57.8,1.2,2.4,3.2,4.2,5.4,6.8,8.4,10.8,15.4,42.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,,,,,16.73332953,,,3772,5379328,,High,13,United Nations,ECLAC,,,3
7302,Nicaragua,NIC,NI,2009,47.8,4.2,8.6,13.8,20.8,52.6,1.4,2.8,3.8,4.8,6.2,7.6,9.2,11.6,16,36.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,,,,,20.33948187,,,3907,5666581,,High,13,United Nations,ECLAC,,,3
7311,Niger,NER,NE,1993,36.1,7.45,11.72,15.68,21.24,43.91,3,4.45,5.4,6.32,7.29,8.39,9.72,11.52,14.47,29.44,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,567.72,443.28,US$2011PPP,Year,283.1625795,568,443,788,8842415,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7312,Niger,NER,NE,1995,41.53,5.97,10.24,14.51,20.93,48.33,2.36,3.61,4.6,5.64,6.67,7.84,9.31,11.62,15.86,32.47,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,495.24,360.24,US$2011PPP,Year,499.1484259,495,360,785,9477333,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7313,Niger,NER,NE,2005,44.43,5.83,9.67,13.7,19.83,50.98,2.29,3.54,4.38,5.29,6.28,7.42,8.84,10.99,14.74,36.24,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,634.08,430.8,US$2011PPP,Year,527.4681428,634,431,763,13618449,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
7314,Niger,NER,NE,2008,37.3,7.7,11.38,14.79,20.43,45.69,3.22,4.48,5.29,6.09,6.88,7.91,9.3,11.13,14.32,31.37,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,663.36,484.92,US$2011PPP,Year,447.8052556,663,485,816,15228525,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
