Country Name,Country Code,Indicator Name,Indicator Code,variable,value
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1990,7360439423
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1990,38995454545
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1990,5.16814E+11
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1990,2550185618
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1990,4.072E+11
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1990,1.1763E+11
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1990,12408647541
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1990,7237100724
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1990,36144336769
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1990,208003796.3
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1990,649644826.8
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1990,4817542204
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1990,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1990,917044228
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1990,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1990,3.37112E+11
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1990,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1990,3.40127E+11
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1990,74985438895
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1990,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1990,388400000
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1990,12747380650
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1990,18198199153
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1990,2.61846E+11
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1990,1114703088
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1990,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1990,368584758.9
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1990,12308624284
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1990,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1990,1738605558
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1990,6.61517E+11
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1990,1.02072E+12
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1990,1628427515
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1990,85343063966
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1990,2629395066
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1990,3189539641
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1990,1.10929E+12
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1990,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1990,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1990,113563821.6
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1990,4.072E+11
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1990,3.40127E+11
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1990,5068000000
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1990,12290568182
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1990,1.50676E+11
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1990,8824447.74
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1990,4258743263
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1990,4304398866
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1990,81456918679
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1990,2.6757E+12
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1990,9298839655
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1990,5.96314E+12
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1990,13360607918
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1990,240365262.6
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1990,48598315565
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1990,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1990,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1990,6471740806
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1990,168879207.2
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1990,2.26267E+13
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1990,125766269.8
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1990,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1990,5647119229
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1990,1.15552E+11
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1990,3285217391
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1990,8783816700
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1991,872138715.1
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1991,
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1991,10603784541
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1991,1099559028
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1991,1106928583
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1991,4.41364E+11
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1991,51552165622
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1991,1.8972E+11
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1991,2068526522
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1991,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1991,481707407.4
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1991,3.25316E+11
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1991,1.73794E+11
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1991,8792365811
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1991,1167398478
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1991,2.10511E+11
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1991,1986437860
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1991,3135045684
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1991,30957483950
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1991,10943548387
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1991,4616223404
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1991,3111160000
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1991,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1991,18000000000
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1991,444720750
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1991,1634900000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1991,5343274312
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1991,6.0286E+11
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1991,2020583702
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1991,3701667053
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1991,250045839.9
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1991,3942792837
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1991,1377375031
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1991,6.10328E+11
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1991,2.43586E+11
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1991,2.61114E+11
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1991,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1991,37834793730
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1991,3.83373E+11
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1991,10492628915
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1991,12434370005
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1991,9625436873
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1991,2724853593
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1991,49175565911
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1991,424108796.6
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1991,319827058.6
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1991,7168999670
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1991,17843525220
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1991,24316556026
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1991,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1991,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1991,5770197348
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1991,29859921159
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1991,1.86895E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1991,462421998.5
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1991,219763222.2
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1991,1.39225E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1991,9734321855
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1991,45715367087
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1991,7.19409E+11
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1991,1.92741E+12
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1991,5.34767E+12
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1991,8.72295E+11
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1991,9.12999E+12
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1991,16988535268
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1991,37387836491
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1991,6.11086E+12
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1991,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1991,5.77166E+11
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1991,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1991,13463868357
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1991,6.73266E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1991,2.68714E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1991,1.27774E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1991,1383843860
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1991,1.26928E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1991,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1991,166200000
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1991,5402919957
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1991,1.1428E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1991,6357615894
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1991,6596546196
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1991,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1991,3014890569
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1991,690314321.4
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1991,257150374.1
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1991,110906032.1
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1991,1.05143E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1991,300757888.9
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1991,1016493395
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1991,9406097735
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1991,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1991,348533094.8
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1991,2.00552E+13
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1991,88959620136
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1991,4648668479
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1991,1.41188E+11
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1991,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1991,3473540602
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1991,34753569693
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1991,3.72546E+12
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1991,4.07008E+12
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1991,3.47322E+11
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1991,1.47516E+11
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1991,1.16622E+11
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1991,1.98977E+11
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1991,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1991,2.70105E+11
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1991,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1991,49847127646
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1991,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1991,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1991,6920116567
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1991,67793699706
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1991,1.24622E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1991,4071219198
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1991,4344250257
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1991,3.58442E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1991,24881135586
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1991,8151479004
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1991,2569444444
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1991,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1991,47515189.28
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1991,220540740.7
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1991,3.30649E+11
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1991,11008793176
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1991,1.34422E+12
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1991,1028087972
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1991,4690415093
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1991,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1991,31995012469
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1991,613703703.7
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1991,1.45072E+12
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1991,1.64759E+11
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1991,1.09907E+11
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1991,1484152022
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1991,9000362582
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1991,8.05829E+11
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1991,3.90345E+12
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1991,704329192.8
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1991,2.24003E+12
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1991,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1991,14321878323
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1991,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1991,3735117374
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1991,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1991,32285388165
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1991,2480497539
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1991,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1991,3254713056
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1991,244468292.7
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1991,5.5496E+11
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1991,3.13143E+11
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1991,82507000
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1991,3.79846E+12
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1991,4938775510
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1991,2724131545
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1991,2750041434
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1991,
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1991,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1991,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1991,2379018326
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1991,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1991,3633406065
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1991,2133693478
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1991,2856890681
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1991,2203545857
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1991,49143148094
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1991,6.77009E+12
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1991,2992650454
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1991,2653781596
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1991,3285796980
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1991,49118433048
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1991,1488804124
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1991,3.275E+11
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1991,1.21872E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1991,3921476085
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1991,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1991,42745329732
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1991,1.98674E+13
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1991,11341482445
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1991,56344164274
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1991,45625234698
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1991,7074675500
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1991,34341465998
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1991,45417561302
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1991,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1991,3787394958
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1991,85500935935
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1991,1.91987E+11
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1991,32287031000
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1991,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1991,89233599278
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1991,6984367763
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1991,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1991,2492176880
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1991,1.93775E+13
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1991,3267367610
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1991,6883516484
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1991,28998684211
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1991,5.17963E+11
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1991,1911600970
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1991,3.62272E+11
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1991,1.32223E+11
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1991,11379222222
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1991,7111252866
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1991,45466164978
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1991,220274053.3
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1991,779981458.9
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1991,5252342400
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1991,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1991,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1991,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1991,3.41781E+11
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1991,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1991,3.4501E+11
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1991,76534592204
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1991,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1991,448100000
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1991,14272201755
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1991,13263686957
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1991,2.74229E+11
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1991,1156141998
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1991,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1991,374359556.1
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1991,12981833333
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1991,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1991,1877138042
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1991,7.1793E+11
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1991,1.00856E+12
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1991,1602299863
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1991,98234695722
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1991,2534720480
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1991,3208098919
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1991,1.38203E+12
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1991,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1991,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1991,132201141.4
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1991,3.62272E+11
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1991,3.4501E+11
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1991,5307905882
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1991,13074782609
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1991,1.50028E+11
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1991,9365165.914
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1991,4956588279
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1991,3321729057
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1991,77464561150
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1991,2.99216E+12
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1991,11205971155
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1991,6.15813E+12
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1991,13677622222
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1991,254829629.6
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1991,53476971831
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1991,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1991,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1991,9613369520
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1991,201334169.1
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1991,2.39669E+13
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1991,125597205.4
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1991,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1991,5930370370
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1991,1.23943E+11
